date,userID,itemID,order,label,comID
2020-07-07,10074,24140,1,3,1007424140
2020-11-14,10075,1970,1,0,100751970
2020-07-06,10075,22987,1,4,1007522987
2020-09-07,10075,5230,1,0,100755230
2020-09-07,10075,8366,3,0,100758366
2020-10-11,10076,4279,1,0,100764279
2020-11-11,10078,18630,1,3,1007818630
2020-08-23,10078,25534,1,0,1007825534
2020-11-11,10078,9379,1,0,100789379
2020-12-29,10079,18630,5,0,1007918630
2020-12-15,10083,9774,1,4,100839774
2020-09-22,10085,20748,2,0,1008520748
2020-11-30,10085,21690,1,0,1008521690
2020-09-22,10085,4603,2,0,100854603
2020-11-17,10086,792,1,0,10086792
2020-08-27,10086,7976,2,0,100867976
2020-11-12,10087,11251,2,0,1008711251
2020-12-30,10087,11635,1,0,1008711635
2020-12-27,10087,12359,2,0,1008712359
2020-10-20,10087,13791,2,0,1008713791
2020-11-12,10087,29657,4,0,1008729657
2020-12-27,10087,30506,2,3,1008730506
2020-12-06,10087,4832,2,0,100874832
2020-12-06,10087,9649,1,0,100879649
2020-12-02,10088,11392,1,0,1008811392
2020-12-02,10088,17785,2,0,1008817785
2020-10-03,10088,32349,1,4,1008832349
2020-12-02,10088,3965,2,0,100883965
2020-12-13,1009,16330,2,1,100916330
2020-11-06,10092,22417,1,0,1009222417
2020-11-06,10092,26896,1,0,1009226896
2020-12-13,1009,24890,1,1,100924890
2020-11-29,1009,2535,1,0,10092535
2020-11-29,1009,29151,1,0,100929151
2020-12-16,10093,12642,2,4,1009312642
2020-12-16,10093,21240,1,4,1009321240
2020-12-20,10093,25717,1,0,1009325717
2020-10-24,1009,3594,2,0,10093594
2020-12-16,10093,7997,5,4,100937997
2020-10-21,10094,7976,3,0,100947976
2020-12-20,10095,11928,1,0,1009511928
2020-12-20,10095,1981,1,0,100951981
2020-09-28,10096,20945,1,0,1009620945
2020-09-28,10096,23050,1,0,1009623050
2020-11-25,10096,32349,1,0,1009632349
2020-09-28,10096,3668,1,0,100963668
2020-10-01,10096,8053,1,0,100968053
2020-08-16,10097,24124,1,4,1009724124
2020-11-17,10098,13178,6,0,1009813178
2020-09-13,1009,970,1,0,1009970
2020-12-21,10101,5320,2,0,101015320
2020-10-28,10105,17378,1,0,1010517378
2020-12-06,10105,3423,6,0,101053423
2020-12-23,10108,19267,1,0,1010819267
2020-10-13,10108,1932,2,0,101081932
2020-11-23,10109,30576,1,0,1010930576
2020-11-23,10109,6731,4,0,101096731
2020-11-23,10109,8793,2,0,101098793
2020-11-14,10111,14458,1,0,1011114458
2020-11-14,10111,30333,1,0,1011130333
2020-11-29,10112,29225,4,0,1011229225
2020-11-29,10112,30626,4,0,1011230626
2020-12-28,10114,23582,5,0,1011423582
2020-08-23,10114,6497,4,0,101146497
2020-11-19,10117,13471,1,0,1011713471
2020-10-04,10117,18881,1,0,1011718881
2020-12-07,10117,20131,4,0,1011720131
2020-10-04,10118,13676,1,0,1011813676
2020-12-27,10118,18829,2,0,1011818829
2020-08-19,10118,19771,1,0,1011819771
2020-10-21,10118,23621,1,0,1011823621
2020-12-27,10118,2417,1,0,101182417
2020-10-08,10118,9256,2,0,101189256
2020-10-04,10120,8637,2,0,101208637
2020-11-29,10121,23635,2,0,1012123635
2020-10-27,10121,8034,1,0,101218034
2020-10-28,10123,12063,1,0,1012312063
2020-12-20,10125,11251,2,0,1012511251
2020-12-20,10125,14858,3,4,1012514858
2020-12-16,10125,16059,3,0,1012516059
2020-12-16,10125,18630,1,0,1012518630
2020-12-20,10125,19267,2,0,1012519267
2020-10-22,1012,5349,2,0,10125349
2020-11-06,10127,20131,1,0,1012720131
2020-11-30,10129,32075,1,0,1012932075
2020-10-31,10130,13459,1,0,1013013459
2020-10-31,10130,4821,2,0,101304821
2020-10-31,10130,7976,1,0,101307976
2020-10-21,10132,17089,1,0,1013217089
2020-08-19,10132,25978,1,0,1013225978
2020-12-11,10132,25993,1,0,1013225993
2020-08-30,10134,18630,2,0,1013418630
2020-07-21,10134,24175,3,0,1013424175
2020-11-06,10135,18181,1,0,1013518181
2020-11-06,10135,3167,1,0,101353167
2020-09-15,10136,10714,1,3,1013610714
2020-11-19,10136,11878,2,0,1013611878
2020-08-28,10136,13890,1,4,1013613890
2020-09-18,10137,16972,1,0,1013716972
2020-10-29,10137,2113,2,0,101372113
2020-12-08,10137,24051,2,0,1013724051
2020-12-08,10137,967,1,0,10137967
2020-11-28,10139,1449,2,0,101391449
2020-10-17,10139,20540,1,0,1013920540
2020-10-17,10139,4604,2,0,101394604
2020-09-02,10140,11201,1,0,1014011201
2020-11-17,10140,12663,1,0,1014012663
2020-10-15,10140,24091,1,0,1014024091
2020-07-23,10140,5743,1,0,101405743
2020-11-03,1014,11199,2,0,101411199
2020-09-22,10141,18630,3,0,1014118630
2020-08-23,10141,19043,1,0,1014119043
2020-09-22,10141,3438,1,0,101413438
2020-09-22,10141,461,1,0,10141461
2020-10-30,10142,31877,3,0,1014231877
2020-12-19,1014,27944,1,0,101427944
2020-11-15,10144,6792,2,0,101446792
2020-12-19,10145,13471,1,0,1014513471
2020-11-14,10145,18885,1,0,1014518885
2020-09-11,10145,19932,1,0,1014519932
2020-12-19,10145,20980,1,0,1014520980
2020-12-19,1014,5221,1,0,10145221
2020-12-19,10145,24576,1,0,1014524576
2020-11-14,10145,31428,1,0,1014531428
2020-12-19,10145,3786,1,0,101453786
2020-12-19,10145,4066,1,0,101454066
2020-11-14,10145,4212,1,0,101454212
2020-11-27,10146,20131,3,0,1014620131
2020-11-27,10146,21070,2,0,1014621070
2020-11-27,10146,29657,1,0,1014629657
2020-08-25,10147,13207,2,0,1014713207
2020-11-29,10147,14982,1,0,1014714982
2020-12-17,10147,25167,1,0,1014725167
2020-11-29,10147,29657,2,0,1014729657
2020-12-17,10147,7976,1,0,101477976
2020-10-09,10147,8385,1,0,101478385
2020-11-11,10148,1970,1,0,101481970
2020-11-11,10148,22194,1,0,1014822194
2020-11-13,10148,24340,1,0,1014824340
2020-11-11,10148,29657,2,0,1014829657
2020-10-08,10148,9145,1,0,101489145
2020-12-23,10148,9162,5,0,101489162
2020-10-30,10149,4616,1,0,101494616
2020-12-19,10151,28807,1,1,1015128807
2020-10-12,1015,13027,1,0,101513027
2020-11-08,10152,16286,3,0,1015216286
2020-11-17,10152,18480,1,0,1015218480
2020-11-08,10152,19939,1,0,1015219939
2020-11-24,10152,30610,3,3,1015230610
2020-11-08,10152,30712,8,0,1015230712
2020-12-21,10153,13365,1,0,1015313365
2020-10-25,10153,16571,1,0,1015316571
2020-09-18,10153,26880,2,0,1015326880
2020-10-12,1015,4803,2,0,10154803
2020-08-11,10156,14314,2,0,1015614314
2020-11-22,10157,18885,1,0,1015718885
2020-12-27,10157,22129,1,0,1015722129
2020-12-05,10157,29657,1,2,1015729657
2020-11-22,10157,31849,1,0,1015731849
2020-12-19,1015,7644,2,0,10157644
2020-11-30,10158,18630,1,0,1015818630
2020-11-30,10158,29657,2,0,1015829657
2020-10-28,1015,8949,1,0,10158949
2020-07-01,10159,3602,1,2,101593602
2020-12-13,1016,18006,1,0,101618006
2020-11-03,1016,28140,1,0,101628140
2020-12-13,1016,2826,1,0,10162826
2020-08-11,10163,12797,1,3,1016312797
2020-09-11,10163,1998,1,0,101631998
2020-08-11,10163,5440,1,0,101635440
2020-08-10,10165,11251,5,1,1016511251
2020-10-08,10165,8252,1,0,101658252
2020-11-20,10166,23687,2,0,1016623687
2020-09-29,10166,28260,3,0,1016628260
2020-11-03,1016,637,1,0,1016637
2020-10-09,10166,4266,1,0,101664266
2020-09-30,10166,6366,1,0,101666366
2020-12-25,10166,8156,1,0,101668156
2020-10-23,10167,11599,1,0,1016711599
2020-10-23,10167,12034,1,0,1016712034
2020-10-23,10167,7500,2,0,101677500
2020-11-23,10168,22310,2,4,1016822310
2020-10-12,10171,11994,1,0,1017111994
2020-07-25,10174,6192,1,2,101746192
2020-07-06,10176,11251,3,0,1017611251
2020-12-04,10177,14449,1,0,1017714449
2020-11-15,10177,17089,1,0,1017717089
2020-11-15,10177,26332,1,0,1017726332
2020-11-15,10177,8935,1,0,101778935
2020-12-09,10178,15612,7,4,1017815612
2020-12-29,10181,11641,1,2,1018111641
2020-12-29,10181,12655,1,2,1018112655
2020-11-29,10181,22688,1,0,1018122688
2020-12-06,10182,16716,1,0,1018216716
2020-09-26,10182,20945,3,0,1018220945
2020-12-19,10182,23476,1,0,1018223476
2020-12-06,10182,2916,1,0,101822916
2020-12-29,10183,15667,1,0,1018315667
2020-11-09,10183,28103,1,0,1018328103
2020-12-12,10183,8712,1,0,101838712
2020-12-16,10184,1130,1,0,101841130
2020-11-13,10184,18574,2,0,1018418574
2020-12-16,10184,18796,3,0,1018418796
2020-12-07,10185,17794,2,0,1018517794
2020-10-12,10186,14507,2,0,1018614507
2020-12-17,10186,19649,1,0,1018619649
2020-10-12,10186,20317,1,0,1018620317
2020-12-17,10186,22518,1,0,1018622518
2020-10-12,10186,23148,1,0,1018623148
2020-09-15,10186,5428,1,0,101865428
2020-11-14,10187,12271,1,0,1018712271
2020-10-14,10187,20664,1,0,1018720664
2020-10-24,10188,16294,2,0,1018816294
2020-11-10,10189,23337,3,0,1018923337
2020-12-13,10189,24576,1,0,1018924576
2020-07-21,10189,31255,1,0,1018931255
2020-12-01,10190,18953,2,0,1019018953
2020-12-01,10190,21690,2,0,1019021690
2020-12-04,10191,22242,1,0,1019122242
2020-11-15,1019,18630,1,0,101918630
2020-12-26,10192,28573,2,0,1019228573
2020-10-31,10192,32289,1,0,1019232289
2020-08-07,10192,375,1,0,10192375
2020-12-26,10192,5260,5,0,101925260
2020-12-26,10192,8532,2,0,101928532
2020-12-27,10195,30637,1,0,1019530637
2020-12-27,10195,9262,2,0,101959262
2020-11-03,10195,9836,1,0,101959836
2020-11-23,10196,31849,2,0,1019631849
2020-09-02,10198,29657,1,0,1019829657
2020-08-17,10199,12284,1,1,1019912284
2020-11-20,10199,27229,2,0,1019927229
2020-08-17,10199,365,1,1,10199365
2020-08-17,10199,7602,1,1,101997602
2020-07-12,10200,18796,1,3,1020018796
2020-10-25,10202,16369,2,0,1020216369
2020-08-22,10202,21771,3,0,1020221771
2020-11-11,10203,11218,1,0,1020311218
2020-12-14,10204,1290,1,0,102041290
2020-11-06,10209,13198,1,0,1020913198
2020-11-06,1021,10452,1,0,102110452
2020-08-31,10211,20664,1,0,1021120664
2020-12-17,10211,22688,1,0,1021122688
2020-11-20,10211,30031,1,0,1021130031
2020-12-17,10211,8705,1,0,102118705
2020-11-06,1021,26660,1,0,102126660
2020-11-06,1021,296,1,0,1021296
2020-12-06,10213,17291,1,0,1021317291
2020-12-28,10213,2113,3,0,102132113
2020-09-13,10214,10174,1,0,1021410174
2020-09-13,10214,17269,2,0,1021417269
2020-12-16,10214,2113,2,0,102142113
2020-12-29,10214,21240,1,0,1021421240
2020-09-13,10214,25676,2,0,1021425676
2020-09-13,10214,25967,1,0,1021425967
2020-12-29,10214,30445,2,0,1021430445
2020-11-02,10215,14291,1,0,1021514291
2020-10-30,10218,13676,1,0,1021813676
2020-07-31,10218,15036,1,4,1021815036
2020-07-31,10218,15132,1,0,1021815132
2020-10-30,10218,17051,1,0,1021817051
2020-10-30,10218,19136,1,0,1021819136
2020-09-30,10218,22512,1,0,1021822512
2020-12-17,10218,2460,1,0,102182460
2020-12-17,10218,25254,1,0,1021825254
2020-12-17,10218,25268,1,0,1021825268
2020-07-31,10218,26041,1,4,1021826041
2020-09-26,10218,28400,1,0,1021828400
2020-10-30,10218,30676,1,0,1021830676
2020-10-30,10218,3423,1,0,102183423
2020-12-17,10218,4280,1,4,102184280
2020-12-17,10218,5548,1,0,102185548
2020-08-08,10218,5559,1,4,102185559
2020-09-26,10218,9649,1,0,102189649
2020-12-10,10221,11474,2,0,1022111474
2020-10-30,10221,21290,1,0,1022121290
2020-10-01,10221,2627,1,0,102212627
2020-10-01,10221,29657,4,0,1022129657
2020-11-10,10221,32248,1,0,1022132248
2020-10-30,10221,5350,1,0,102215350
2020-09-16,10221,8615,1,0,102218615
2020-12-09,1022,20233,2,0,102220233
2020-12-01,10222,23691,2,0,1022223691
2020-10-20,10222,26355,1,0,1022226355
2020-10-20,10222,30462,2,0,1022230462
2020-12-01,10222,363,1,0,10222363
2020-10-20,10222,8456,1,0,102228456
2020-10-27,10224,16002,1,0,1022416002
2020-10-27,10224,17269,3,0,1022417269
2020-11-19,10225,21145,2,0,1022521145
2020-09-18,10225,4091,4,1,102254091
2020-10-09,10225,6363,2,0,102256363
2020-10-09,10225,6744,2,0,102256744
2020-10-09,10225,9134,2,0,102259134
2020-12-08,10226,3113,3,0,102263113
2020-10-17,10227,11647,3,0,1022711647
2020-09-21,10227,18796,1,0,1022718796
2020-10-17,10227,2973,2,0,102272973
2020-11-15,10227,6261,1,0,102276261
2020-10-31,10228,16162,1,0,1022816162
2020-10-31,10228,23905,2,0,1022823905
2020-09-18,10229,13849,2,0,1022913849
2020-10-03,10229,15379,2,0,1022915379
2020-12-17,10229,30781,1,0,1022930781
2020-12-12,10229,6479,1,0,102296479
2020-11-11,10230,1064,1,3,102301064
2020-12-08,10230,11030,2,0,1023011030
2020-08-13,10230,13027,1,4,1023013027
2020-12-08,10230,13676,1,4,1023013676
2020-11-10,10230,15037,1,0,1023015037
2020-08-13,10230,18540,1,0,1023018540
2020-11-03,10230,18846,1,0,1023018846
2020-11-03,10230,21923,2,0,1023021923
2020-09-19,10230,23148,1,0,1023023148
2020-11-10,10230,2554,1,0,102302554
2020-08-13,10230,26468,1,4,1023026468
2020-10-06,10230,27899,2,0,1023027899
2020-12-12,10230,28704,1,0,1023028704
2020-11-11,10230,30705,1,0,1023030705
2020-07-26,10230,7207,1,3,102307207
2020-09-19,10230,7976,2,0,102307976
2020-12-12,10230,8538,1,0,102308538
2020-10-06,10230,9215,1,0,102309215
2020-10-08,10231,10376,1,0,1023110376
2020-11-02,10231,11454,1,4,1023111454
2020-11-02,10231,15701,3,4,1023115701
2020-11-22,10231,2974,1,0,102312974
2020-10-20,10232,26072,1,2,1023226072
2020-12-04,10232,30852,1,0,1023230852
2020-12-04,10232,9139,1,0,102329139
2020-10-26,10234,21320,3,0,1023421320
2020-09-30,10234,29657,2,2,1023429657
2020-11-11,10235,19913,1,0,1023519913
2020-12-08,10236,13675,1,0,1023613675
2020-08-31,10236,17885,1,0,1023617885
2020-08-31,10236,3751,1,4,102363751
2020-08-31,10236,7963,1,0,102367963
2020-07-17,10236,9134,3,2,102369134
2020-10-27,10238,30165,1,0,1023830165
2020-11-14,10239,1322,1,0,102391322
2020-11-14,10239,8425,1,0,102398425
2020-12-29,10240,110,1,3,10240110
2020-12-29,10240,11632,1,3,1024011632
2020-12-01,10241,11251,3,0,1024111251
2020-11-17,10241,13305,2,0,1024113305
2020-12-15,10241,18630,2,0,1024118630
2020-12-01,10241,22587,2,0,1024122587
2020-12-01,10241,27745,12,0,1024127745
2020-10-10,10243,14603,1,0,1024314603
2020-10-11,10244,20233,1,0,1024420233
2020-10-01,10245,11928,1,0,1024511928
2020-10-01,10245,637,1,0,10245637
2020-11-26,10246,10961,1,0,1024610961
2020-10-10,10246,29657,1,0,1024629657
2020-08-25,10246,5415,1,0,102465415
2020-11-29,10248,12081,1,3,1024812081
2020-11-08,10248,21596,2,0,1024821596
2020-11-09,10252,25671,1,0,1025225671
2020-12-21,10252,8018,1,0,102528018
2020-09-11,10254,32204,3,4,1025432204
2020-09-19,10254,32752,3,0,1025432752
2020-10-31,10254,9649,1,0,102549649
2020-08-01,10256,11669,3,3,1025611669
2020-10-20,10256,7470,1,0,102567470
2020-12-08,10257,17089,1,0,1025717089
2020-12-15,10257,18954,2,0,1025718954
2020-12-08,10257,2981,1,0,102572981
2020-12-15,10257,7644,1,0,102577644
2020-11-30,10259,6923,2,0,102596923
2020-12-04,10260,7021,2,3,102607021
2020-08-09,10262,10376,1,0,1026210376
2020-11-25,10262,14495,2,0,1026214495
2020-11-25,10262,17645,1,0,1026217645
2020-11-18,10262,27179,4,2,1026227179
2020-11-25,10262,7752,2,0,102627752
2020-12-11,10263,14100,1,1,1026314100
2020-12-08,10263,21934,2,0,1026321934
2020-11-30,10265,32349,2,0,1026532349
2020-11-11,10266,20131,2,4,1026620131
2020-11-27,10267,24124,1,0,1026724124
2020-10-10,10267,2517,3,4,102672517
2020-11-27,10267,27882,1,0,1026727882
2020-11-21,10269,12894,2,0,1026912894
2020-12-19,10269,26528,2,0,1026926528
2020-12-19,10269,5350,2,0,102695350
2020-12-15,10270,16972,2,0,1027016972
2020-10-30,10270,16982,4,0,1027016982
2020-10-30,10270,17070,2,0,1027017070
2020-10-26,10270,20131,1,0,1027020131
2020-12-15,10270,24190,1,0,1027024190
2020-12-15,10270,24254,1,0,1027024254
2020-12-15,10270,27444,1,0,1027027444
2020-12-15,10270,30368,1,0,1027030368
2020-12-15,10270,30511,1,0,1027030511
2020-11-17,10272,2000,1,0,102722000
2020-11-22,10272,25488,1,0,1027225488
2020-11-17,10272,8730,1,0,102728730
2020-12-22,10275,16338,1,0,1027516338
2020-12-22,10275,17968,2,0,1027517968
2020-12-22,10275,2517,3,0,102752517
2020-12-22,10275,5421,2,0,102755421
2020-09-12,10276,12688,1,2,1027612688
2020-10-17,10276,27936,2,0,1027627936
2020-12-19,10279,26387,1,0,1027926387
2020-12-09,1028,11349,2,0,102811349
2020-12-09,1028,15991,1,0,102815991
2020-10-24,10282,32349,2,0,1028232349
2020-12-11,10282,4922,1,3,102824922
2020-12-09,1028,29492,1,0,102829492
2020-10-12,10283,10703,1,1,1028310703
2020-10-12,10283,18390,1,0,1028318390
2020-11-14,10284,17193,1,0,1028417193
2020-11-14,10284,17894,1,0,1028417894
2020-10-17,10284,459,1,0,10284459
2020-08-26,10284,7021,1,2,102847021
2020-12-18,10285,14164,1,0,1028514164
2020-10-08,10286,24254,1,0,1028624254
2020-11-14,10286,6809,1,0,102866809
2020-10-08,10287,12965,1,0,1028712965
2020-09-20,10287,29191,2,0,1028729191
2020-10-08,10287,637,1,0,10287637
2020-12-04,10287,8274,1,0,102878274
2020-10-24,10289,12186,1,0,1028912186
2020-12-18,10289,1398,1,0,102891398
2020-10-11,10289,17378,1,0,1028917378
2020-12-19,10289,18386,1,0,1028918386
2020-12-29,10289,18796,1,0,1028918796
2020-12-05,10289,20411,1,0,1028920411
2020-10-20,10289,24921,1,0,1028924921
2020-12-29,10289,2501,1,0,102892501
2020-11-01,10289,26389,1,0,1028926389
2020-12-05,10289,3558,1,0,102893558
2020-12-29,10289,3930,1,0,102893930
2020-11-30,10290,18586,2,0,1029018586
2020-12-20,10290,29657,6,4,1029029657
2020-12-20,10290,31392,1,0,1029031392
2020-11-23,1029,11251,3,0,102911251
2020-12-20,10291,30676,1,0,1029130676
2020-12-16,10291,7894,2,0,102917894
2020-08-07,10292,10756,1,0,1029210756
2020-12-27,10292,12425,3,0,1029212425
2020-12-06,10292,16362,2,0,1029216362
2020-12-21,10292,1944,1,3,102921944
2020-12-27,10292,2042,1,0,102922042
2020-08-07,10292,21106,1,0,1029221106
2020-11-28,10293,16362,3,0,1029316362
2020-11-28,10293,20436,1,0,1029320436
2020-12-15,10293,2554,1,0,102932554
2020-10-11,10293,2627,1,0,102932627
2020-12-15,10293,27560,1,0,1029327560
2020-12-15,10293,31567,1,4,1029331567
2020-11-17,10293,637,2,0,10293637
2020-12-15,10293,9206,1,4,102939206
2020-12-21,10295,25583,1,0,1029525583
2020-12-29,10296,17419,2,0,1029617419
2020-12-05,10296,9701,2,0,102969701
2020-12-22,10297,11199,3,4,1029711199
2020-12-13,10297,20184,1,0,1029720184
2020-11-15,10298,21240,1,0,1029821240
2020-11-15,10298,28044,1,0,1029828044
2020-08-21,10298,8224,2,3,102988224
2020-09-05,1030,19827,2,0,103019827
2020-12-14,10303,21729,1,0,1030321729
2020-11-17,10303,8609,1,3,103038609
2020-10-18,10304,20478,1,0,1030420478
2020-11-21,10304,25063,3,0,1030425063
2020-12-09,10304,25254,1,0,1030425254
2020-11-21,10304,5191,1,0,103045191
2020-07-08,10305,2609,1,1,103052609
2020-12-28,10306,29660,2,0,1030629660
2020-11-27,10307,12623,1,0,1030712623
2020-11-27,10307,1435,1,0,103071435
2020-11-27,10307,1782,2,0,103071782
2020-12-01,10307,17910,1,0,1030717910
2020-12-09,10307,23476,1,0,1030723476
2020-11-27,10307,2517,1,0,103072517
2020-09-23,10307,2916,3,0,103072916
2020-12-02,10307,9429,1,0,103079429
2020-09-05,10309,29923,2,0,1030929923
2020-12-06,10309,31632,1,0,1030931632
2020-12-02,10310,17458,8,0,1031017458
2020-10-30,10310,6147,3,0,103106147
2020-12-16,10315,10628,1,0,1031510628
2020-11-11,10315,26181,1,0,1031526181
2020-08-26,10320,15116,1,0,1032015116
