userID,itemID,date,brand,feature_1,feature_2,feature_3,feature_4,feature_5,category,order,user_total_purchase_time,user_total_orders,item_total_purchase_time,item_total_orders,weekday,date_of_month,month,label,prediction
390,3845,2020-11-26,1180,4,0,324,0,44,30,5,6.83,9.5,27.5,55.17,3,26,11,46,
408,18121,2020-09-23,323,10,0,243,0,132,3898,2,7.17,9.67,22.83,95.67,2,23,9,80,
424,20478,2020-09-20,539,6,0,303,0,45,3915,3,5.83,7.67,287.0,328.0,6,20,9,76,
432,29657,2020-11-21,18,10,0,345,0,84,3915,1,1.0,1.17,1236.67,3460.17,5,21,11,0,
439,5403,2020-11-28,827,10,0,490,0,39,813,1,9.5,17.67,11.83,12.67,5,28,11,164,
439,15389,2020-11-28,1180,10,3,359,0,132,3173,1,9.5,17.67,49.33,105.0,5,28,11,58,
442,15163,2020-09-20,378,4,3,396,3,163,2256,1,4.0,4.17,34.5,41.83,6,20,9,110,
442,18630,2020-06-02,6,4,0,291,0,44,3915,1,4.0,4.17,1072.67,1495.33,1,2,6,0,
449,23945,2020-10-12,207,4,0,28,0,175,813,1,4.5,5.5,7.83,9.67,0,12,10,58,
454,4279,2020-11-02,378,4,0,491,0,66,3898,1,8.17,9.0,19.17,21.33,0,2,11,104,
458,1299,2020-10-22,1056,4,0,474,-1,108,3898,1,13.33,16.67,15.5,24.5,3,22,10,23,
458,18863,2020-11-21,393,4,0,485,3,44,1763,1,13.33,16.67,70.33,86.67,5,21,11,85,
458,32169,2020-08-26,704,10,0,411,3,3,2580,1,13.33,16.67,17.0,26.33,2,26,8,85,
459,28347,2020-09-25,225,4,0,395,0,163,3898,1,7.33,8.33,71.0,73.5,4,25,9,19,
460,31525,2020-10-22,724,10,1,503,0,17,3898,1,6.33,6.83,19.5,21.17,3,22,10,0,
471,8615,2020-10-19,378,4,0,322,0,144,1763,1,7.17,8.0,72.33,127.83,0,19,10,37,
473,18630,2020-08-03,6,4,0,291,0,44,3915,2,4.0,7.33,1072.67,1495.33,0,3,8,18,
474,24405,2020-11-08,993,4,0,102,3,144,3898,1,7.0,7.67,25.5,36.83,6,8,11,28,
481,27108,2020-11-11,441,10,0,507,0,17,3898,2,3.17,4.83,51.17,78.17,2,11,11,149,
482,29281,2020-10-16,449,6,0,218,3,45,3898,2,2.83,4.0,44.5,54.0,4,16,10,52,
487,23198,2020-10-27,523,10,0,260,0,84,1763,1,3.5,4.33,24.5,25.5,1,27,10,0,
496,11188,2020-11-03,6,4,0,71,0,53,3915,2,7.0,8.5,223.83,456.0,1,3,11,117,
496,20106,2020-11-03,1111,4,0,491,0,66,3898,1,7.0,8.5,26.67,32.67,1,3,11,39,
501,31702,2020-09-09,703,10,0,345,0,97,3915,2,3.0,5.0,167.0,400.17,2,9,9,0,
507,32609,2020-11-02,1496,10,0,421,3,3,3914,2,2.5,2.83,92.33,118.17,0,2,11,62,
508,3423,2020-06-15,449,4,0,535,3,105,3915,1,8.17,8.5,95.5,115.33,0,15,6,0,
519,28802,2020-08-08,361,10,0,502,3,43,3540,2,2.83,4.17,2.33,4.5,5,8,8,26,
524,13187,2020-06-18,1048,10,0,28,0,139,3625,1,5.5,15.5,61.5,72.0,3,18,6,0,
524,23050,2020-10-23,1411,4,0,22,0,151,3915,1,5.5,15.5,369.5,791.83,4,23,10,16,
528,4533,2020-11-03,703,10,0,7,0,84,3898,1,5.67,7.67,29.67,34.33,1,3,11,5,
532,7644,2020-11-23,1276,6,0,45,3,48,3915,1,4.33,5.0,29.5,32.33,0,23,11,38,
539,26082,2020-10-02,453,4,0,457,0,-1,3915,3,3.17,6.0,28.83,53.17,4,2,10,34,
545,12251,2020-10-03,1338,4,0,486,3,48,1980,1,3.17,3.5,38.67,44.33,5,3,10,69,
548,18630,2020-07-12,6,4,0,291,0,44,3915,1,3.0,3.5,1072.67,1495.33,6,12,7,7,
553,31262,2020-09-19,1306,10,0,421,3,3,3224,1,5.33,6.17,59.67,63.83,5,19,9,55,
571,27300,2020-11-15,994,10,0,421,3,25,3224,1,3.67,5.33,44.17,50.0,6,15,11,52,
573,23050,2020-11-13,1411,4,0,22,0,151,3915,1,4.83,7.33,369.5,791.83,4,13,11,161,
575,22058,2020-11-06,453,4,0,458,0,-1,3898,1,2.5,2.67,6.5,8.0,4,6,11,21,
582,4509,2020-08-04,225,4,0,536,0,144,3898,3,5.33,9.5,27.67,31.5,1,4,8,34,
588,10507,2020-08-08,618,4,0,324,0,44,30,1,5.17,6.17,64.83,157.67,5,8,8,35,
589,13466,2020-09-26,1338,4,0,486,3,66,3915,1,2.33,2.67,14.5,17.83,5,26,9,48,
596,22420,2020-11-02,523,10,0,503,0,17,3898,2,3.33,6.0,2.17,2.83,0,2,11,0,
599,20515,2020-09-29,827,4,0,282,3,48,3915,1,5.67,6.5,80.33,87.67,1,29,9,67,
606,9937,2020-11-01,147,6,0,489,3,-1,327,1,4.17,4.17,10.83,14.0,6,1,11,123,
607,28260,2020-11-01,219,4,0,536,0,144,3915,3,1.33,1.83,82.67,92.83,6,1,11,56,
612,11155,2020-10-12,827,4,0,55,3,49,327,1,1.83,2.17,41.17,56.5,0,12,10,97,
629,11251,2020-07-28,1496,10,0,348,0,95,3915,1,5.17,6.5,507.67,1135.67,1,28,7,0,
629,17269,2020-08-29,829,6,0,48,3,48,3915,2,5.17,6.5,51.0,120.5,5,29,8,32,
629,30511,2020-10-09,361,10,0,503,0,9,3915,1,5.17,6.5,184.83,224.5,4,9,10,104,
630,3913,2020-11-07,43,4,0,131,3,151,3898,1,2.0,2.5,22.33,30.33,5,7,11,0,
636,17568,2020-10-23,1324,10,0,421,3,3,3224,2,10.33,15.5,14.67,22.0,4,23,10,76,
636,23255,2020-08-08,514,4,0,370,3,89,3898,1,10.33,15.5,28.83,33.0,5,8,8,62,
658,27560,2020-11-14,1201,6,0,174,3,17,3924,1,6.33,6.5,60.67,69.83,5,14,11,49,
660,31632,2020-10-20,269,6,0,491,0,-1,3898,2,1.17,2.67,8.0,13.33,1,20,10,99,
678,6833,2020-10-02,139,4,0,491,3,66,3898,2,7.17,12.5,3.0,10.17,4,2,10,66,
678,17662,2020-11-21,504,10,0,441,3,84,3898,2,7.17,12.5,5.17,8.5,5,21,11,29,
678,19364,2020-11-21,968,4,0,55,0,111,3898,1,7.17,12.5,25.83,27.0,5,21,11,29,
689,23733,2020-09-17,1222,10,0,503,0,17,3898,1,7.0,9.17,6.5,8.83,3,17,9,70,
696,19267,2020-07-31,1496,10,0,348,0,95,3915,6,3.5,5.17,286.83,575.83,4,31,7,0,
699,637,2020-06-17,6,4,0,131,0,144,3898,1,3.83,3.83,231.67,399.0,2,17,6,0,
699,14784,2020-09-27,745,4,0,399,3,140,3915,1,3.83,3.83,57.5,96.83,6,27,9,0,
704,7244,2020-09-22,1371,4,0,434,0,158,3898,1,5.5,7.5,8.67,9.83,1,22,9,35,
723,10039,2020-09-16,1111,4,0,9,0,163,3898,1,6.0,6.67,6.83,7.33,2,16,9,46,
723,20038,2020-09-16,6,4,0,55,3,111,327,2,6.0,6.67,11.67,12.83,2,16,9,46,
725,20595,2020-11-14,615,4,0,486,0,66,1980,1,10.17,10.67,8.5,8.83,5,14,11,119,
739,1970,2020-10-16,703,4,0,291,0,44,1763,1,2.0,2.17,411.67,504.83,4,16,10,116,
740,14784,2020-11-15,745,4,0,399,3,140,3915,3,6.17,10.83,57.5,96.83,6,15,11,62,
740,18610,2020-08-10,685,4,0,538,0,44,3915,2,6.17,10.83,14.5,16.5,0,10,8,0,
765,14772,2020-08-16,194,10,0,503,3,17,3898,1,3.5,5.0,3.17,3.33,6,16,8,70,
770,11546,2020-10-03,238,10,1,503,3,36,3898,1,6.0,6.0,17.67,29.17,5,3,10,95,
773,4091,2020-11-30,347,4,0,324,0,44,1760,3,3.17,4.5,102.5,330.83,0,30,11,74,
773,29657,2020-09-17,18,10,0,345,0,84,3915,1,3.17,4.5,1236.67,3460.17,3,17,9,33,
785,22498,2020-09-28,653,6,0,489,0,11,3898,1,8.0,10.0,18.67,19.0,0,28,9,30,
786,12283,2020-11-22,1143,4,0,430,3,159,3898,1,2.5,3.17,50.83,60.0,6,22,11,77,
795,15037,2020-11-17,1470,4,0,494,0,144,3898,1,1.83,2.0,8.67,25.5,1,17,11,0,
799,26886,2020-09-12,745,10,0,503,0,17,3898,1,6.67,8.5,26.5,37.67,5,12,9,63,
799,29657,2020-10-17,18,10,0,345,0,84,3915,4,6.67,8.5,1236.67,3460.17,5,17,10,35,
830,536,2020-10-23,1379,10,0,536,0,91,3898,1,7.17,8.67,35.0,37.17,4,23,10,104,
839,26963,2020-08-16,749,10,0,492,0,39,3898,4,1.17,3.0,4.0,6.17,6,16,8,0,
848,29132,2020-08-23,325,4,0,487,3,37,3898,2,3.67,6.33,3.83,7.0,6,23,8,0,
851,15423,2020-08-11,186,4,0,15,0,81,3915,1,3.33,6.33,206.17,259.0,1,11,8,37,
862,28531,2020-10-02,1371,10,0,344,0,95,3173,1,4.67,5.83,52.67,127.33,4,2,10,67,
863,24094,2020-11-02,671,4,0,491,3,66,3898,2,6.17,8.17,8.33,12.5,0,2,11,36,
873,21350,2020-10-05,18,10,0,51,0,127,327,1,8.5,11.5,26.33,41.17,0,5,10,40,
873,24795,2020-09-19,325,6,0,168,3,122,3915,3,8.5,11.5,48.17,57.83,5,19,9,31,
874,14199,2020-11-10,363,4,0,97,0,16,3898,1,1.67,3.33,16.17,48.17,1,10,11,90,
874,16294,2020-09-17,994,10,0,421,3,3,1763,2,1.67,3.33,69.5,96.83,3,17,9,58,
883,17273,2020-10-27,933,10,1,503,0,17,3898,2,6.33,7.67,1.67,2.0,1,27,10,121,
888,6923,2020-10-27,1496,4,0,398,0,144,3915,2,5.5,8.33,125.67,230.5,1,27,10,81,
908,4091,2020-10-12,347,4,0,324,0,44,1760,6,1.33,2.67,102.5,330.83,0,12,10,65,
911,2643,2020-08-08,1107,4,0,486,0,66,3898,2,5.17,9.17,4.33,6.17,5,8,8,56,
911,2684,2020-08-08,1180,4,0,486,0,66,3914,1,5.17,9.17,61.33,72.0,5,8,8,56,
911,2916,2020-10-10,618,4,0,122,0,16,1980,3,5.17,9.17,39.0,64.83,5,10,10,100,
911,11180,2020-10-10,618,4,0,109,3,16,3914,1,5.17,9.17,23.17,26.33,5,10,10,100,
911,16017,2020-10-10,539,10,0,358,0,95,3173,4,5.17,9.17,31.83,54.5,5,10,10,100,
916,875,2020-10-23,1201,4,0,174,0,44,3915,1,2.5,3.5,102.83,109.83,4,23,10,55,
923,20156,2020-11-10,772,10,2,500,0,17,3898,1,3.67,5.5,0.83,0.83,1,10,11,141,
926,14901,2020-09-11,601,6,1,20,3,117,813,2,4.17,8.0,1.33,1.83,4,11,9,41,
927,7032,2020-11-02,73,4,0,491,3,66,3915,1,4.33,5.17,55.17,63.5,0,2,11,130,
930,12553,2020-08-29,194,10,0,503,3,17,3898,2,3.5,4.5,14.33,14.67,5,29,8,42,
941,15451,2020-11-20,748,4,0,329,0,163,2256,2,7.17,9.17,26.67,46.5,4,20,11,102,
953,18630,2020-11-29,6,4,0,291,0,44,3915,2,3.83,4.67,1072.67,1495.33,6,29,11,48,
959,2684,2020-10-05,1180,4,0,486,0,66,3914,1,9.33,11.0,61.33,72.0,0,5,10,0,
959,21671,2020-11-27,1180,4,0,485,3,66,3898,1,9.33,11.0,13.83,16.33,4,27,11,100,
959,29288,2020-08-19,194,6,0,506,3,137,3898,2,9.33,11.0,32.83,55.17,2,19,8,59,
981,3379,2020-08-29,703,4,0,335,3,109,3915,1,3.83,5.83,8.5,12.83,5,29,8,24,
984,13168,2020-10-09,615,4,0,487,3,106,3914,2,6.33,9.67,41.0,54.5,4,9,10,0,
1002,2418,2020-10-11,1105,4,0,487,0,144,1980,2,2.33,2.5,37.67,52.17,6,11,10,0,
1005,31073,2020-09-28,1126,4,0,291,3,129,1763,1,3.5,7.33,161.5,179.0,0,28,9,82,
1014,5221,2020-06-21,186,4,0,319,3,16,3915,1,2.5,3.0,237.67,279.83,6,21,6,0,
1015,4803,2020-10-12,325,6,1,166,3,122,3898,2,2.33,3.17,3.17,4.33,0,12,10,93,
1015,7644,2020-10-28,1276,6,0,45,3,48,3915,2,2.33,3.17,29.5,32.33,2,28,10,42,
1015,13027,2020-10-12,186,4,0,319,3,16,3915,1,2.33,3.17,217.33,226.83,0,12,10,93,
1051,15423,2020-08-05,186,4,0,15,0,81,3915,1,3.33,3.67,206.17,259.0,2,5,8,49,
1060,7032,2020-09-11,73,4,0,491,3,66,3915,1,2.83,3.17,55.17,63.5,4,11,9,75,
1062,18325,2020-11-17,839,4,0,18,0,81,545,1,3.17,3.33,9.5,11.67,1,17,11,50,
1065,750,2020-09-19,888,4,0,330,0,163,2256,2,3.5,4.33,30.17,36.83,5,19,9,77,
1075,425,2020-09-19,220,6,0,489,0,-1,327,1,5.17,5.67,20.83,28.83,5,19,9,77,
1083,21124,2020-11-09,827,4,0,34,3,44,3898,2,2.5,6.33,1.17,1.33,0,9,11,0,
1089,29657,2020-08-12,18,10,0,345,0,84,3915,3,1.67,4.33,1236.67,3460.17,2,12,8,55,
1094,8767,2020-09-17,1379,6,1,491,0,48,3898,1,5.5,6.5,1.33,1.67,3,17,9,0,
1102,9491,2020-10-07,1249,10,1,503,0,39,3898,1,8.83,9.5,3.33,4.5,2,7,10,88,
1134,23050,2020-10-04,1411,4,0,22,0,151,3915,3,7.67,9.0,369.5,791.83,6,4,10,79,
1139,18031,2020-10-13,1383,10,0,503,0,17,3898,4,2.5,4.0,16.17,21.5,1,13,10,134,
1147,1970,2020-10-18,703,4,0,291,0,44,1763,1,3.83,4.33,411.67,504.83,6,18,10,82,
1155,11082,2020-11-18,1111,4,0,491,3,144,3898,1,2.67,3.33,2.5,2.67,2,18,11,0,
1160,13228,2020-09-23,18,6,0,181,0,17,1763,4,5.17,8.17,83.0,118.67,2,23,9,64,
1160,29555,2020-09-18,504,10,0,441,3,84,3898,1,5.17,8.17,6.0,6.83,4,18,9,97,
1161,10739,2020-10-26,1065,10,0,536,3,91,3915,1,9.33,15.67,11.83,12.67,0,26,10,117,
1161,16747,2020-09-27,1135,4,0,78,0,163,813,1,9.33,15.67,13.17,13.5,6,27,9,0,
1169,19816,2020-10-24,703,4,0,335,3,70,3915,1,4.33,6.17,11.67,25.5,5,24,10,14,
1173,31392,2020-09-23,400,4,0,291,0,44,30,2,3.0,3.83,62.17,93.83,2,23,9,0,
1175,21766,2020-11-21,994,10,0,421,3,3,2580,2,6.0,7.83,13.83,15.33,5,21,11,65,
1175,30184,2020-09-17,406,10,0,503,0,17,3898,1,6.0,7.83,2.67,2.83,3,17,9,0,
1177,2891,2020-10-08,342,10,1,184,3,126,3915,2,4.83,6.17,93.0,112.0,3,8,10,93,
1177,23148,2020-11-24,1401,4,0,145,0,163,3914,1,4.83,6.17,149.17,163.5,1,24,11,47,
1178,19121,2020-09-14,615,4,0,486,0,106,1980,1,6.33,6.67,20.17,24.33,0,14,9,42,
1182,4951,2020-11-28,135,4,0,491,3,144,3898,2,2.0,3.0,2.33,3.0,5,28,11,154,
1182,32204,2020-11-28,1496,10,0,345,3,95,3173,2,2.0,3.0,250.33,619.33,5,28,11,0,
1189,1351,2020-11-26,1093,4,1,128,3,66,3898,1,4.33,4.83,6.5,6.5,3,26,11,34,
1194,21356,2020-11-06,1006,4,0,487,3,48,3625,1,2.67,3.0,4.0,4.17,4,6,11,0,
1195,14005,2020-11-07,400,4,0,322,0,144,30,2,1.5,2.33,76.5,151.67,5,7,11,91,
1201,13664,2020-11-30,18,4,0,39,3,151,1763,3,4.0,6.33,50.17,109.67,0,30,11,32,
1201,27578,2020-09-09,771,10,1,503,0,17,3898,1,4.0,6.33,1.67,1.67,2,9,9,37,
1203,29260,2020-08-17,194,10,0,503,0,17,3898,1,1.67,1.67,14.0,20.0,0,17,8,41,
1204,12202,2020-10-20,18,6,0,345,0,45,1244,3,3.33,4.5,11.67,30.67,1,20,10,67,
1208,17785,2020-11-10,994,10,0,421,3,3,3224,1,4.5,5.83,111.17,135.67,1,10,11,90,
1210,26616,2020-11-22,1379,4,1,491,0,66,3898,1,1.17,1.5,2.33,2.33,6,22,11,99,
1214,2446,2020-11-13,539,10,0,4,3,84,3915,1,4.0,4.17,130.83,153.67,4,13,11,75,
1219,10961,2020-10-23,888,6,0,276,0,165,3915,1,3.33,4.0,102.33,131.67,4,23,10,109,
1222,8714,2020-11-12,319,10,1,515,0,92,3898,1,3.17,3.5,1.0,1.0,3,12,11,101,
1223,23148,2020-11-13,1401,4,0,145,0,163,3914,2,1.0,2.33,149.17,163.5,4,13,11,88,
1227,22252,2020-08-22,1371,10,0,344,3,97,3915,6,3.33,5.67,29.5,63.67,5,22,8,18,
1234,12528,2020-10-03,186,4,3,17,0,81,3915,1,8.67,11.33,243.33,280.83,5,3,10,26,
1234,16020,2020-10-20,1013,10,0,3,0,84,3625,1,8.67,11.33,33.67,57.67,1,20,10,101,
1234,29703,2020-11-18,18,4,0,291,0,44,3935,1,8.67,11.33,20.33,24.5,2,18,11,46,
1254,24816,2020-11-20,322,4,0,536,0,144,3898,3,3.83,4.17,13.83,14.83,4,20,11,65,
1260,2517,2020-10-24,361,6,0,276,3,17,3915,3,3.33,4.83,189.33,224.5,5,24,10,112,
1274,13624,2020-09-19,120,10,0,503,3,101,3898,2,1.0,2.17,8.5,11.33,5,19,9,0,
1280,5076,2020-10-24,829,10,0,9,0,156,3915,2,7.17,9.5,110.33,136.83,5,24,10,142,
1287,21230,2020-10-24,453,4,0,458,0,-1,3898,1,4.33,6.33,2.67,4.67,5,24,10,56,
1297,2168,2020-09-28,120,10,0,509,3,-1,3898,1,9.5,10.17,6.67,10.67,0,28,9,58,
1297,11669,2020-10-22,147,4,0,491,3,144,3898,1,9.5,10.17,8.83,11.17,3,22,10,39,
1297,15688,2020-11-24,194,10,0,502,0,43,3898,1,9.5,10.17,14.83,34.67,1,24,11,88,
1297,17752,2020-11-12,1383,10,0,358,0,95,2443,2,9.5,10.17,17.0,25.67,3,12,11,103,
1303,18438,2020-10-22,1156,10,0,137,3,87,1760,1,2.5,2.67,23.5,27.17,3,22,10,119,
1304,21961,2020-11-24,890,4,0,102,0,144,3898,2,2.33,3.17,12.67,14.33,1,24,11,131,
1316,26325,2020-11-02,601,4,0,491,3,66,3898,1,6.33,11.17,2.17,2.83,0,2,11,65,
1318,773,2020-09-04,225,4,0,395,0,163,3625,1,3.17,4.0,15.0,15.17,4,4,9,32,
1338,637,2020-09-19,6,4,0,131,0,144,3898,2,3.5,4.0,231.67,399.0,5,19,9,68,
1357,2826,2020-09-30,1111,10,0,487,0,1,3898,1,3.5,3.83,6.83,9.17,2,30,9,40,
