date,userID,itemID,order,label
2021/1/29,10043,16938,1,0
2021/1/29,10043,18181,1,0
2021/1/29,10043,5076,1,0
2021/1/29,10043,9029,1,0
2021/1/29,10044,14890,1,0
2021/1/29,10044,18999,1,51
2021/1/2,10044,29657,8,49
2021/1/2,10044,8511,1,0
2021/1/29,10046,12733,1,0
2021/1/7,10046,15368,1,44
2021/1/7,10046,16680,1,0
2021/1/29,10046,18320,1,0
2021/1/7,10046,19281,2,44
2021/1/29,10046,19281,2,22
2021/1/29,10046,27280,1,66
2021/1/26,10046,3061,1,0
2021/1/7,10046,9882,1,99
2021/1/30,10049,7032,1,0
2021/1/26,10050,16158,2,0
2021/1/26,10050,6086,1,0
2021/1/22,1005,11674,1,0
2021/1/22,1005,21254,1,116
2021/1/25,10052,14710,1,0
2021/1/22,1005,2157,1,0
2021/1/22,1005,27370,1,0
2021/1/25,10052,8139,1,0
2021/1/6,10053,3693,1,0
2021/1/16,10054,1064,1,49
2021/1/11,10054,11130,2,27
2021/1/29,10054,16571,2,0
2021/1/16,10054,1970,1,49
2021/1/16,10054,20594,1,0
2021/1/29,10054,25319,6,0
2021/1/16,10054,7125,1,0
2021/1/11,10054,7298,2,27
2021/1/16,10054,7952,1,0
2021/1/9,10055,13002,1,0
2021/1/9,10055,26503,1,112
2021/1/9,10055,6764,1,0
2021/1/31,10056,16352,1,0
2021/1/31,10056,2853,2,0
2021/1/10,10057,18630,1,145
2021/1/22,1005,7260,1,0
2021/1/10,10057,395,1,145
2021/1/12,10059,13424,1,0
2021/1/13,10059,14146,2,0
2021/1/13,10059,16030,1,0
2021/1/29,10059,19326,1,0
2021/1/13,10059,21927,1,149
2021/1/19,10059,21927,2,6
2021/1/12,10059,21930,2,0
2021/1/12,10059,25557,1,0
2021/1/13,10059,26479,1,0
2021/1/29,10059,2692,2,218
2021/1/29,10059,29430,1,0
2021/1/13,10059,32204,1,72
2021/1/3,10061,10440,6,133
2021/1/26,1006,12894,2,0
2021/1/26,1006,18338,1,152
2021/1/30,10062,12118,1,0
2021/1/30,10062,13254,1,0
2021/1/7,10062,18630,1,0
2021/1/7,10062,18829,1,0
2021/1/30,10062,2068,1,0
2021/1/30,10062,22518,1,0
2021/1/7,10062,24496,1,0
2021/1/30,10062,24641,3,0
2021/1/30,10062,2591,1,0
2021/1/30,10062,32605,1,0
2021/1/30,10062,3320,1,0
2021/1/26,1006,26849,1,0
2021/1/30,10062,7460,1,0
2021/1/25,10063,16320,2,0
2021/1/9,10063,17542,1,0
2021/1/9,10063,19958,1,0
2021/1/9,10063,26043,1,0
2021/1/9,10063,3620,1,0
2021/1/9,10063,3709,1,0
2021/1/27,10064,22990,6,0
2021/1/27,10064,3918,1,0
2021/1/18,10065,17645,1,0
2021/1/18,10065,18975,2,0
2021/1/18,10066,11289,1,36
2021/1/3,10066,13367,1,53
2021/1/26,10066,20164,1,0
2021/1/26,10066,20907,1,0
2021/1/18,10066,23359,2,29
2021/1/26,10066,2604,1,0
2021/1/26,10066,28531,1,0
2021/1/18,10066,4448,1,97
2021/1/18,10066,9050,1,155
2021/1/4,10067,10429,2,113
2021/1/7,10068,1152,1,0
2021/1/7,10068,22852,2,51
2021/1/7,10068,27889,1,51
2021/1/7,10068,2951,1,0
2021/1/6,10069,11144,1,0
2021/1/6,10069,14528,1,0
2021/1/6,10069,16972,1,0
2021/1/6,10069,19267,1,0
2021/1/23,10070,14016,1,0
2021/1/23,10070,21599,1,215
2021/1/23,10070,22959,1,215
2021/1/23,10070,25162,1,0
2021/1/23,10070,26136,2,105
2021/1/23,10070,31219,1,0
2021/1/8,10071,22180,1,20
2021/1/8,10071,22374,1,20
2021/1/27,10071,29567,1,0
2021/1/12,10072,11792,1,0
2021/1/12,10072,1782,1,0
2021/1/12,10072,25000,1,0
2021/1/12,10072,6781,1,0
2021/1/12,10072,854,1,0
2021/1/14,10073,10382,1,0
2021/1/30,10073,18003,6,0
2021/1/7,10073,1960,1,0
2021/1/30,10073,20811,1,0
2021/1/7,10073,27360,1,78
2021/1/30,10073,30779,1,0
2021/1/26,10073,30918,8,93
2021/1/7,10073,6337,1,0
2021/1/30,10073,9771,1,52
2021/1/10,10074,22417,1,0
2021/1/10,10074,26349,1,0
2021/1/10,10074,5654,1,0
2021/1/10,10074,9267,2,0
2021/1/21,10075,18845,1,0
2021/1/21,10075,26017,1,0
2021/1/16,10076,19976,1,97
2021/1/16,10076,4279,1,97
2021/1/16,10078,1277,1,0
2021/1/16,10078,16020,3,103
2021/1/16,10078,16183,5,0
2021/1/16,10078,20594,1,103
2021/1/16,10078,24244,3,0
2021/1/16,10078,25555,2,0
2021/1/16,10078,358,1,0
2021/1/10,10078,9379,1,60
2021/1/10,10078,9466,1,206
2021/1/10,10083,3973,1,0
2021/1/10,10083,8054,1,48
2021/1/10,10083,9774,1,26
2021/1/12,10085,17317,1,148
2021/1/12,10085,18787,3,0
2021/1/12,10085,28013,2,0
2021/1/12,10085,4251,3,0
2021/1/17,10086,10955,2,0
2021/1/16,10086,14219,1,0
2021/1/1,10086,16330,1,0
2021/1/16,10086,16330,1,15
2021/1/9,10086,17419,1,0
2021/1/1,10086,1782,5,214
2021/1/17,10086,20082,1,0
2021/1/17,10086,22183,2,0
2021/1/17,10086,25335,2,0
2021/1/1,10086,27608,1,0
2021/1/16,10086,31696,3,0
2021/1/9,10086,7976,2,135
2021/1/19,10087,11635,1,20
2021/1/10,10087,14754,1,0
2021/1/10,10087,16208,1,0
2021/1/10,10087,26578,2,0
2021/1/10,10087,27686,1,0
2021/1/4,10087,30506,2,8
2021/1/19,10087,30506,2,15
2021/1/19,10087,31513,2,91
2021/1/10,10087,8004,1,0
2021/1/4,10088,16260,1,0
2021/1/30,10088,17293,1,0
2021/1/10,10088,18385,2,0
2021/1/10,10088,20968,2,0
2021/1/30,10088,30298,1,0
2021/1/10,10088,395,1,0
2021/1/10,10088,637,2,121
2021/1/10,10091,15188,1,0
2021/1/13,10091,17256,1,0
2021/1/12,1009,12770,1,0
2021/1/13,10091,30188,1,0
2021/1/13,10091,6393,3,0
2021/1/10,10092,11434,1,0
2021/1/10,10092,22417,1,65
2021/1/10,10092,26896,1,65
2021/1/3,10093,20209,2,200
2021/1/12,1009,3594,2,80
2021/1/26,10096,15689,1,0
2021/1/26,10096,20061,1,0
2021/1/26,10096,20945,1,120
2021/1/11,10096,24763,1,0
2021/1/11,10096,26786,1,0
2021/1/31,10098,10033,1,0
2021/1/31,10098,18709,1,0
2021/1/31,10098,21596,1,0
2021/1/31,10098,22987,1,0
2021/1/31,10098,30829,1,205
2021/1/31,10098,6792,1,0
2021/1/13,10100,15445,6,123
2021/1/20,10103,29117,1,0
2021/1/17,10105,11647,1,0
2021/1/17,10105,1363,1,0
2021/1/27,10105,14102,1,123
2021/1/27,10105,16512,1,0
2021/1/18,10105,17378,1,82
2021/1/17,10105,18016,1,0
2021/1/18,10105,18471,1,0
2021/1/18,10105,250,1,0
2021/1/18,10105,28001,1,0
2021/1/18,10105,31354,6,0
2021/1/18,10105,32608,1,0
2021/1/17,10105,3423,5,42
2021/1/27,10105,5375,1,0
2021/1/27,10105,68,1,0
2021/1/17,10105,7439,1,113
2021/1/9,10107,12027,3,0
2021/1/2,10108,13029,1,0
2021/1/22,10108,1435,2,0
2021/1/22,10108,14628,2,0
2021/1/2,10108,19267,2,10
2021/1/22,10108,20611,2,0
2021/1/2,10108,23582,1,81
2021/1/29,10111,25116,10,0
2021/1/12,1011,14478,1,0
2021/1/4,1011,18498,1,0
2021/1/16,10112,1335,1,0
2021/1/16,10112,13423,1,0
2021/1/16,10112,20336,1,0
2021/1/16,10112,28859,1,0
2021/1/16,10112,2918,1,0
2021/1/26,1011,30529,2,0
2021/1/26,10113,18181,1,0
2021/1/26,10113,28260,1,0
2021/1/17,10114,10239,1,0
2021/1/5,10114,20116,1,0
2021/1/19,10114,21404,1,0
2021/1/17,10114,25576,1,81
2021/1/19,10114,28001,1,0
2021/1/19,10114,29390,1,0
2021/1/17,10114,6271,1,58
2021/1/25,1011,466,3,183
2021/1/26,1011,466,2,1
2021/1/4,1011,5076,1,0
2021/1/2,10116,11630,1,0
2021/1/14,101,16615,2,0
2021/1/29,10117,12439,1,0
2021/1/29,10117,15952,1,0
2021/1/24,10117,18630,1,0
2021/1/11,10117,20131,2,35
2021/1/24,10117,23588,1,0
2021/1/29,10117,24576,1,0
2021/1/21,10117,30362,3,142
2021/1/24,10117,378,1,0
2021/1/25,1011,7731,3,0
2021/1/17,10118,14668,1,0
2021/1/3,10118,16276,1,0
2021/1/17,10118,20945,1,138
2021/1/17,10118,29704,1,0
2021/1/3,10118,32665,1,0
2021/1/3,10118,6065,1,0
2021/1/3,10118,9753,1,0
2021/1/12,10120,16260,1,0
2021/1/9,10120,1828,1,0
2021/1/5,10121,11710,1,142
2021/1/17,1012,11532,1,0
2021/1/30,10121,23334,2,0
2021/1/30,10121,27944,2,0
2021/1/5,10121,30511,1,142
2021/1/30,10121,30725,1,189
2021/1/25,10123,12063,2,89
2021/1/25,10123,14443,1,0
2021/1/25,10123,14876,2,0
2021/1/25,10123,20269,2,0
2021/1/17,1012,4400,1,0
2021/1/14,101,25167,1,0
2021/1/25,10125,18630,1,40
2021/1/16,10125,19267,4,27
2021/1/16,10125,6147,4,0
2021/1/14,101,2692,1,0
2021/1/18,10127,20131,1,73
2021/1/18,10127,31354,5,0
2021/1/17,1012,750,1,195
2021/1/18,10127,5428,1,0
2021/1/17,1012,9134,1,0
2021/1/6,10130,23476,1,0
2021/1/6,10130,30511,1,0
2021/1/17,10131,22587,1,0
2021/1/10,1013,12911,2,0
2021/1/17,10131,3339,2,0
2021/1/14,101,31593,1,0
2021/1/6,10132,12528,1,0
2021/1/23,10132,15667,1,157
2021/1/6,10132,18178,1,208
2021/1/6,10132,2491,1,0
2021/1/6,10132,25993,2,26
2021/1/23,10132,25993,1,17
2021/1/6,10132,30173,3,0
2021/1/10,1013,25395,1,0
2021/1/22,10133,1782,5,183
2021/1/23,10133,18905,1,0
2021/1/23,10133,20131,1,0
2021/1/23,10133,30449,1,0
2021/1/23,10133,4420,1,0
2021/1/23,10133,8385,1,0
2021/1/21,10134,26273,1,165
2021/1/21,10134,26660,1,0
2021/1/30,10135,18181,1,85
2021/1/30,10135,3167,1,85
2021/1/31,10136,10109,1,0
2021/1/27,10136,10565,1,0
2021/1/4,10136,10714,1,111
2021/1/21,10136,11140,1,0
2021/1/27,10136,1130,1,134
2021/1/27,10136,14291,1,134
2021/1/27,10136,24439,2,0
2021/1/31,10136,31702,8,0
2021/1/21,10136,4026,1,0
2021/1/31,10136,6379,1,0
2021/1/4,10136,8018,1,83
2021/1/27,10136,8018,1,23
2021/1/31,10136,9740,2,0
2021/1/26,10137,20694,1,0
2021/1/26,10137,2876,1,0
2021/1/26,10137,91,3,62
2021/1/12,10138,5468,1,0
2021/1/8,10139,1449,2,41
2021/1/15,10140,16463,3,0
2021/1/15,10140,8331,3,0
2021/1/25,1014,11199,2,83
2021/1/1,10141,1781,1,0
2021/1/1,10141,21953,2,131
2021/1/16,10143,18630,1,161
2021/1/22,1014,31877,1,93
2021/1/16,10143,7728,1,0
2021/1/23,10144,29683,1,0
2021/1/23,10144,32170,1,0
2021/1/16,10145,10368,1,0
2021/1/16,10145,16101,1,0
2021/1/16,10145,18116,1,0
2021/1/25,1014,5221,1,37
2021/1/16,10145,30334,1,0
2021/1/16,10145,4066,1,28
2021/1/23,10145,4489,1,0
2021/1/16,10145,7379,1,0
2021/1/16,10145,9041,1,0
2021/1/11,10147,3601,2,0
2021/1/25,1014,739,1,0
2021/1/15,10147,694,2,197
2021/1/30,10147,7032,1,89
2021/1/15,10147,9167,2,0
2021/1/14,10148,22194,1,64
2021/1/14,10148,29657,2,64
2021/1/14,10148,9145,1,98
2021/1/28,10149,20729,1,0
2021/1/26,10150,19281,1,0
2021/1/26,10150,2321,1,0
2021/1/26,10150,395,1,0
2021/1/14,10151,19295,3,0
2021/1/28,10151,20116,1,0
2021/1/28,10151,2418,1,0
2021/1/28,10151,27746,1,0
2021/1/24,10151,28412,2,0
2021/1/18,1015,13027,1,98
2021/1/24,10151,30331,1,0
2021/1/16,1015,16085,1,0
2021/1/14,10151,6286,1,0
2021/1/16,1015,16484,1,0
2021/1/16,1015,17672,1,0
2021/1/28,10151,8505,1,0
2021/1/28,10152,10249,2,60
2021/1/24,10152,13168,1,43
2021/1/24,10152,13400,1,0
2021/1/24,10152,17785,1,0
2021/1/17,10152,18480,2,61
2021/1/17,10152,1908,2,0
2021/1/24,10152,30511,2,43
2021/1/24,10152,30705,1,0
2021/1/24,10152,325,1,0
2021/1/17,10152,32550,1,0
2021/1/17,10152,5221,1,0
2021/1/24,10152,7420,2,0
2021/1/26,10153,20583,2,177
2021/1/26,10153,25895,1,0
2021/1/26,10153,29058,1,0
2021/1/16,1015,3394,1,0
2021/1/26,10153,8615,1,0
2021/1/18,1015,4803,2,98
2021/1/24,10154,9215,1,0
2021/1/18,1015,6147,1,0
2021/1/4,10156,21369,1,0
2021/1/14,10156,22519,1,0
2021/1/10,10156,25167,1,77
2021/1/4,10156,2692,1,0
2021/1/14,10156,29584,1,0
2021/1/4,10156,31581,1,0
2021/1/10,10156,4620,1,62
2021/1/4,10156,9102,1,0
2021/1/31,10157,14784,2,0
2021/1/31,10157,17419,1,0
2021/1/31,10157,18373,1,0
2021/1/31,10157,22129,2,35
2021/1/31,10157,395,1,0
2021/1/31,10157,4360,1,0
2021/1/16,1015,7644,1,28
2021/1/14,101,5798,2,0
2021/1/7,10158,15912,1,0
2021/1/7,10158,18880,1,0
2021/1/11,10158,2628,1,0
2021/1/7,10158,2891,1,0
2021/1/7,10158,32769,1,0
2021/1/30,10161,19971,2,96
2021/1/30,10161,21369,1,0
2021/1/20,10161,2357,1,0
2021/1/20,10161,6704,1,86
2021/1/30,10161,9906,2,96
2021/1/11,10162,16199,1,0
2021/1/11,10162,3992,1,0
2021/1/19,1016,31354,20,0
2021/1/27,10164,16017,1,0
2021/1/27,10164,27382,1,0
2021/1/27,10164,31702,1,0
2021/1/27,10164,4404,1,0
2021/1/27,10164,5920,1,0
2021/1/27,10164,6748,1,0
2021/1/17,10166,24336,1,23
2021/1/17,10166,9221,1,0
2021/1/24,10167,18884,1,44
2021/1/24,10167,2418,2,44
2021/1/19,10167,7997,5,0
2021/1/10,10168,10143,1,0
2021/1/19,10168,14763,1,0
2021/1/6,10168,22310,2,44
2021/1/3,10168,24496,2,0
2021/1/19,10168,25789,1,0
2021/1/6,10168,26802,1,0
2021/1/14,101,6909,2,0
2021/1/31,10169,14971,1,0
2021/1/25,10170,1489,2,109
2021/1/14,10170,18584,1,0
2021/1/12,10170,20628,1,96
2021/1/12,10170,25704,1,0
2021/1/25,10170,30776,1,0
2021/1/12,10170,32403,1,0
2021/1/25,10170,32403,1,13
2021/1/14,10170,8232,1,0
2021/1/29,10171,10573,1,0
2021/1/19,10171,26033,1,0
2021/1/10,1017,12775,1,0
2021/1/10,1017,14480,1,0
2021/1/19,10171,8779,1,0
2021/1/29,10171,975,1,0
2021/1/12,10172,1168,1,0
2021/1/12,10172,12370,1,0
2021/1/12,10172,21704,1,0
2021/1/8,10172,26381,2,0
2021/1/12,10172,31244,1,0
2021/1/4,10175,28503,3,0
2021/1/10,1017,6553,1,0
2021/1/9,10177,12904,1,0
2021/1/15,10177,25344,1,0
2021/1/9,10177,31050,1,0
2021/1/9,10177,31809,1,0
2021/1/9,10177,8935,1,55
2021/1/15,10177,8949,1,0
2021/1/3,10178,14320,3,0
2021/1/31,10178,14320,4,28
2021/1/21,10178,1575,1,0
2021/1/3,10178,29260,1,0
2021/1/10,1017,8827,1,0
2021/1/22,10179,16674,1,0
2021/1/22,10179,17037,1,0
2021/1/22,10179,25517,1,0
2021/1/22,10179,7420,1,40
2021/1/26,10180,21454,1,0
2021/1/26,10180,3716,1,0
2021/1/28,10181,26272,1,0
2021/1/23,1018,18623,1,0
2021/1/6,1018,18630,2,82
2021/1/2,10182,17512,1,0
2021/1/2,10182,32188,1,0
2021/1/28,1018,23478,1,0
2021/1/2,10182,550,1,0
2021/1/6,1018,29657,2,0
2021/1/23,1018,30569,1,0
2021/1/6,1018,31877,1,82
2021/1/14,10183,19827,2,118
2021/1/6,1018,32561,1,0
2021/1/14,10183,5838,1,0
2021/1/6,1018,3601,1,0
2021/1/14,10183,7102,1,0
2021/1/10,10185,17794,1,34
2021/1/10,10185,24154,1,0
2021/1/10,10185,25276,1,0
2021/1/6,1018,6348,1,0
2021/1/23,1018,6898,1,0
2021/1/23,1018,7078,1,0
2021/1/7,10187,30511,1,0
2021/1/7,10187,8948,1,0
2021/1/18,10188,19681,1,0
2021/1/18,10188,7190,1,0
2021/1/20,10189,13786,1,0
2021/1/8,10189,20843,1,0
2021/1/8,10189,26072,1,0
2021/1/20,10189,30805,1,0
2021/1/23,10190,18733,1,0
2021/1/23,10190,20164,1,71
2021/1/23,10190,2627,1,0
2021/1/23,10190,7976,1,114
2021/1/20,10191,11148,1,0
2021/1/5,10191,11213,1,0
2021/1/5,10191,12998,1,0
2021/1/20,10191,12998,1,15
2021/1/5,10191,13367,1,0
2021/1/5,10191,14204,1,0
2021/1/20,10191,14463,1,0
2021/1/29,10191,16260,1,0
2021/1/5,10191,18215,1,32
2021/1/29,10191,18215,1,24
2021/1/5,10191,18610,1,0
2021/1/20,10191,19552,1,0
2021/1/5,10191,20664,1,0
2021/1/5,10191,24482,1,0
2021/1/29,10191,31117,1,0
2021/1/20,10191,466,1,0
2021/1/14,1019,16062,2,0
2021/1/5,10191,6923,3,151
2021/1/5,10191,9421,1,0
2021/1/30,1019,19677,1,73
2021/1/14,1019,2455,1,0
2021/1/10,1019,28503,1,0
2021/1/28,1019,28785,2,0
2021/1/12,10193,1845,1,0
2021/1/12,10193,4879,1,0
2021/1/12,10193,9205,1,0
2021/1/31,10194,11188,3,0
2021/1/31,10194,18630,1,0
2021/1/31,10194,20209,1,0
2021/1/24,10194,21154,1,141
2021/1/24,10194,30781,1,0
2021/1/18,10195,29928,1,0
2021/1/18,10195,31701,1,0
2021/1/12,10196,13675,1,0
2021/1/2,10196,1525,1,0
2021/1/4,10197,29657,8,0
2021/1/10,1019,758,1,0
2021/1/14,10198,29870,2,0
2021/1/14,10198,31683,2,0
2021/1/2,10198,32307,6,0
2021/1/14,10198,4193,1,0
2021/1/9,10199,27229,2,50
2021/1/12,10200,11298,3,0
2021/1/30,10200,13436,1,0
2021/1/12,10200,16059,1,0
2021/1/12,10200,23050,1,0
2021/1/30,10200,25162,1,0
2021/1/30,10200,25993,1,0
2021/1/26,10200,29331,3,198
2021/1/30,10200,29567,1,0
2021/1/30,10200,7312,1,0
2021/1/12,10200,8609,1,0
2021/1/4,10202,13791,1,0
2021/1/4,10202,17645,1,0
2021/1/12,10202,20028,1,0
2021/1/4,10202,20518,1,0
2021/1/12,10202,21771,5,143
2021/1/12,10202,23112,2,0
2021/1/12,10202,2321,1,0
2021/1/12,10202,2724,1,0
2021/1/4,10202,32609,1,0
2021/1/4,10202,7894,1,0
2021/1/5,10203,11218,1,55
2021/1/5,10203,22731,1,0
2021/1/31,10204,31525,1,194
2021/1/23,10205,18630,1,0
2021/1/23,10205,22090,2,0
2021/1/23,10205,24450,3,0
2021/1/23,10205,24531,1,0
2021/1/4,1020,552,3,0
2021/1/2,10205,9562,1,0
2021/1/2,10206,10578,10,0
2021/1/30,10206,18181,10,0
2021/1/30,10208,17968,1,0
2021/1/2,10209,29345,1,0
2021/1/16,10211,16892,2,0
2021/1/16,10211,18383,2,0
2021/1/16,10211,19327,1,184
2021/1/16,10211,19336,1,0
2021/1/16,10211,20803,1,0
2021/1/16,10211,5464,1,184
2021/1/13,1021,27889,1,49
2021/1/13,1021,31108,1,195
2021/1/13,1021,31262,1,0
2021/1/16,10213,25308,1,0
2021/1/26,10213,25961,1,0
2021/1/16,10213,29657,2,41
2021/1/16,10213,3027,1,0
2021/1/16,10213,4832,2,0
2021/1/19,10214,19012,1,0
2021/1/19,10214,2916,2,0
2021/1/19,10214,4264,1,0
2021/1/19,10214,4889,1,0
2021/1/18,10215,19730,1,0
2021/1/18,10215,23739,1,0
2021/1/18,10215,28530,2,0
2021/1/13,1021,6678,2,195
2021/1/26,10217,2446,1,77
2021/1/26,10217,5468,1,0
2021/1/8,1021,7734,2,0
2021/1/4,10218,13328,1,0
2021/1/4,10218,13676,1,66
2021/1/30,10218,15036,1,183
2021/1/30,10218,1545,1,0
2021/1/4,10218,17285,1,0
2021/1/4,10218,19136,1,66
2021/1/30,10218,19136,1,26
2021/1/4,10218,22512,1,96
2021/1/30,10218,24254,1,44
2021/1/4,10218,25268,1,18
2021/1/25,10218,28400,1,121
2021/1/26,10218,4759,10,0
2021/1/30,10218,5548,1,44
2021/1/30,10218,5559,1,175
2021/1/13,10221,13365,1,0
2021/1/10,1022,16740,1,0
2021/1/18,1022,17520,1,0
2021/1/26,10222,10978,1,0
2021/1/5,10222,16294,4,0
2021/1/10,1022,2178,1,0
2021/1/5,1022,23050,1,0
2021/1/21,1022,23175,1,0
2021/1/5,10222,6923,4,0
2021/1/21,1022,29233,1,0
2021/1/26,1022,29567,1,0
2021/1/8,10222,9963,1,0
2021/1/26,10222,9963,2,18
2021/1/5,1022,30776,1,0
2021/1/30,10223,10452,1,0
2021/1/30,10223,10914,1,0
2021/1/21,1022,3115,1,0
2021/1/21,1022,31354,1,0
2021/1/26,1022,31354,8,5
2021/1/30,10223,20164,1,0
2021/1/10,1022,32346,1,0
2021/1/30,10223,31449,1,0
2021/1/8,10224,25917,1,0
2021/1/8,10224,3713,1,0
2021/1/13,10224,3713,1,5
2021/1/20,10225,11532,2,0
2021/1/20,10225,16130,2,0
2021/1/20,10225,17833,1,103
2021/1/30,10225,19768,4,0
2021/1/7,10225,21341,1,0
2021/1/30,10225,21556,1,0
2021/1/20,10225,21704,1,0
2021/1/20,10225,23948,1,62
2021/1/30,10225,24254,2,0
2021/1/20,10225,4418,1,103
2021/1/3,10226,30015,1,0
2021/1/18,1022,6890,1,0
2021/1/21,10227,18796,1,122
